Date,Year,Quarter,MonthNumber,MonthName,YearMonth,Day,WeekdayNumber,WeekdayName
2022-03-11,2022,Q1,3,March,2022-03,11,5,Friday
2022-03-12,2022,Q1,3,March,2022-03,12,6,Saturday
2022-03-13,2022,Q1,3,March,2022-03,13,7,Sunday
2022-03-14,2022,Q1,3,March,2022-03,14,1,Monday
2022-03-15,2022,Q1,3,March,2022-03,15,2,Tuesday
2022-03-16,2022,Q1,3,March,2022-03,16,3,Wednesday
2022-03-17,2022,Q1,3,March,2022-03,17,4,Thursday
2022-03-18,2022,Q1,3,March,2022-03,18,5,Friday
2022-03-19,2022,Q1,3,March,2022-03,19,6,Saturday
2022-03-20,2022,Q1,3,March,2022-03,20,7,Sunday
2022-03-21,2022,Q1,3,March,2022-03,21,1,Monday
2022-03-22,2022,Q1,3,March,2022-03,22,2,Tuesday
2022-03-23,2022,Q1,3,March,2022-03,23,3,Wednesday
2022-03-24,2022,Q1,3,March,2022-03,24,4,Thursday
2022-03-25,2022,Q1,3,March,2022-03,25,5,Friday
2022-03-26,2022,Q1,3,March,2022-03,26,6,Saturday
2022-03-27,2022,Q1,3,March,2022-03,27,7,Sunday
2022-03-28,2022,Q1,3,March,2022-03,28,1,Monday
2022-03-29,2022,Q1,3,March,2022-03,29,2,Tuesday
2022-03-30,2022,Q1,3,March,2022-03,30,3,Wednesday
2022-03-31,2022,Q1,3,March,2022-03,31,4,Thursday
2022-04-01,2022,Q2,4,April,2022-04,1,5,Friday
2022-04-02,2022,Q2,4,April,2022-04,2,6,Saturday
2022-04-03,2022,Q2,4,April,2022-04,3,7,Sunday
2022-04-04,2022,Q2,4,April,2022-04,4,1,Monday
2022-04-05,2022,Q2,4,April,2022-04,5,2,Tuesday
2022-04-06,2022,Q2,4,April,2022-04,6,3,Wednesday
2022-04-07,2022,Q2,4,April,2022-04,7,4,Thursday
2022-04-08,2022,Q2,4,April,2022-04,8,5,Friday
2022-04-09,2022,Q2,4,April,2022-04,9,6,Saturday
2022-04-10,2022,Q2,4,April,2022-04,10,7,Sunday
2022-04-11,2022,Q2,4,April,2022-04,11,1,Monday
2022-04-12,2022,Q2,4,April,2022-04,12,2,Tuesday
2022-04-13,2022,Q2,4,April,2022-04,13,3,Wednesday
2022-04-14,2022,Q2,4,April,2022-04,14,4,Thursday
2022-04-15,2022,Q2,4,April,2022-04,15,5,Friday
2022-04-16,2022,Q2,4,April,2022-04,16,6,Saturday
2022-04-17,2022,Q2,4,April,2022-04,17,7,Sunday
2022-04-18,2022,Q2,4,April,2022-04,18,1,Monday
2022-04-19,2022,Q2,4,April,2022-04,19,2,Tuesday
2022-04-20,2022,Q2,4,April,2022-04,20,3,Wednesday
2022-04-21,2022,Q2,4,April,2022-04,21,4,Thursday
2022-04-22,2022,Q2,4,April,2022-04,22,5,Friday
2022-04-23,2022,Q2,4,April,2022-04,23,6,Saturday
2022-04-24,2022,Q2,4,April,2022-04,24,7,Sunday
2022-04-25,2022,Q2,4,April,2022-04,25,1,Monday
2022-04-26,2022,Q2,4,April,2022-04,26,2,Tuesday
2022-04-27,2022,Q2,4,April,2022-04,27,3,Wednesday
2022-04-28,2022,Q2,4,April,2022-04,28,4,Thursday
2022-04-29,2022,Q2,4,April,2022-04,29,5,Friday
2022-04-30,2022,Q2,4,April,2022-04,30,6,Saturday
2022-05-01,2022,Q2,5,May,2022-05,1,7,Sunday
2022-05-02,2022,Q2,5,May,2022-05,2,1,Monday
2022-05-03,2022,Q2,5,May,2022-05,3,2,Tuesday
2022-05-04,2022,Q2,5,May,2022-05,4,3,Wednesday
2022-05-05,2022,Q2,5,May,2022-05,5,4,Thursday
2022-05-06,2022,Q2,5,May,2022-05,6,5,Friday
2022-05-07,2022,Q2,5,May,2022-05,7,6,Saturday
2022-05-08,2022,Q2,5,May,2022-05,8,7,Sunday
2022-05-09,2022,Q2,5,May,2022-05,9,1,Monday
2022-05-10,2022,Q2,5,May,2022-05,10,2,Tuesday
2022-05-11,2022,Q2,5,May,2022-05,11,3,Wednesday
2022-05-12,2022,Q2,5,May,2022-05,12,4,Thursday
2022-05-13,2022,Q2,5,May,2022-05,13,5,Friday
2022-05-14,2022,Q2,5,May,2022-05,14,6,Saturday
2022-05-15,2022,Q2,5,May,2022-05,15,7,Sunday
2022-05-16,2022,Q2,5,May,2022-05,16,1,Monday
2022-05-17,2022,Q2,5,May,2022-05,17,2,Tuesday
2022-05-18,2022,Q2,5,May,2022-05,18,3,Wednesday
2022-05-19,2022,Q2,5,May,2022-05,19,4,Thursday
2022-05-20,2022,Q2,5,May,2022-05,20,5,Friday
2022-05-21,2022,Q2,5,May,2022-05,21,6,Saturday
2022-05-22,2022,Q2,5,May,2022-05,22,7,Sunday
2022-05-23,2022,Q2,5,May,2022-05,23,1,Monday
2022-05-24,2022,Q2,5,May,2022-05,24,2,Tuesday
2022-05-25,2022,Q2,5,May,2022-05,25,3,Wednesday
2022-05-26,2022,Q2,5,May,2022-05,26,4,Thursday
2022-05-27,2022,Q2,5,May,2022-05,27,5,Friday
2022-05-28,2022,Q2,5,May,2022-05,28,6,Saturday
2022-05-29,2022,Q2,5,May,2022-05,29,7,Sunday
2022-05-30,2022,Q2,5,May,2022-05,30,1,Monday
2022-05-31,2022,Q2,5,May,2022-05,31,2,Tuesday
2022-06-01,2022,Q2,6,June,2022-06,1,3,Wednesday
2022-06-02,2022,Q2,6,June,2022-06,2,4,Thursday
2022-06-03,2022,Q2,6,June,2022-06,3,5,Friday
2022-06-04,2022,Q2,6,June,2022-06,4,6,Saturday
2022-06-05,2022,Q2,6,June,2022-06,5,7,Sunday
2022-06-06,2022,Q2,6,June,2022-06,6,1,Monday
2022-06-07,2022,Q2,6,June,2022-06,7,2,Tuesday
2022-06-08,2022,Q2,6,June,2022-06,8,3,Wednesday
2022-06-09,2022,Q2,6,June,2022-06,9,4,Thursday
2022-06-10,2022,Q2,6,June,2022-06,10,5,Friday
2022-06-11,2022,Q2,6,June,2022-06,11,6,Saturday
2022-06-12,2022,Q2,6,June,2022-06,12,7,Sunday
2022-06-13,2022,Q2,6,June,2022-06,13,1,Monday
2022-06-14,2022,Q2,6,June,2022-06,14,2,Tuesday
2022-06-15,2022,Q2,6,June,2022-06,15,3,Wednesday
2022-06-16,2022,Q2,6,June,2022-06,16,4,Thursday
2022-06-17,2022,Q2,6,June,2022-06,17,5,Friday
2022-06-18,2022,Q2,6,June,2022-06,18,6,Saturday
2022-06-19,2022,Q2,6,June,2022-06,19,7,Sunday
2022-06-20,2022,Q2,6,June,2022-06,20,1,Monday
2022-06-21,2022,Q2,6,June,2022-06,21,2,Tuesday
2022-06-22,2022,Q2,6,June,2022-06,22,3,Wednesday
2022-06-23,2022,Q2,6,June,2022-06,23,4,Thursday
2022-06-24,2022,Q2,6,June,2022-06,24,5,Friday
2022-06-25,2022,Q2,6,June,2022-06,25,6,Saturday
2022-06-26,2022,Q2,6,June,2022-06,26,7,Sunday
2022-06-27,2022,Q2,6,June,2022-06,27,1,Monday
2022-06-28,2022,Q2,6,June,2022-06,28,2,Tuesday
2022-06-29,2022,Q2,6,June,2022-06,29,3,Wednesday
2022-06-30,2022,Q2,6,June,2022-06,30,4,Thursday
2022-07-01,2022,Q3,7,July,2022-07,1,5,Friday
2022-07-02,2022,Q3,7,July,2022-07,2,6,Saturday
2022-07-03,2022,Q3,7,July,2022-07,3,7,Sunday
2022-07-04,2022,Q3,7,July,2022-07,4,1,Monday
2022-07-05,2022,Q3,7,July,2022-07,5,2,Tuesday
2022-07-06,2022,Q3,7,July,2022-07,6,3,Wednesday
2022-07-07,2022,Q3,7,July,2022-07,7,4,Thursday
2022-07-08,2022,Q3,7,July,2022-07,8,5,Friday
2022-07-09,2022,Q3,7,July,2022-07,9,6,Saturday
2022-07-10,2022,Q3,7,July,2022-07,10,7,Sunday
2022-07-11,2022,Q3,7,July,2022-07,11,1,Monday
2022-07-12,2022,Q3,7,July,2022-07,12,2,Tuesday
2022-07-13,2022,Q3,7,July,2022-07,13,3,Wednesday
2022-07-14,2022,Q3,7,July,2022-07,14,4,Thursday
2022-07-15,2022,Q3,7,July,2022-07,15,5,Friday
2022-07-16,2022,Q3,7,July,2022-07,16,6,Saturday
2022-07-17,2022,Q3,7,July,2022-07,17,7,Sunday
2022-07-18,2022,Q3,7,July,2022-07,18,1,Monday
2022-07-19,2022,Q3,7,July,2022-07,19,2,Tuesday
2022-07-20,2022,Q3,7,July,2022-07,20,3,Wednesday
2022-07-21,2022,Q3,7,July,2022-07,21,4,Thursday
2022-07-22,2022,Q3,7,July,2022-07,22,5,Friday
2022-07-23,2022,Q3,7,July,2022-07,23,6,Saturday
2022-07-24,2022,Q3,7,July,2022-07,24,7,Sunday
2022-07-25,2022,Q3,7,July,2022-07,25,1,Monday
2022-07-26,2022,Q3,7,July,2022-07,26,2,Tuesday
2022-07-27,2022,Q3,7,July,2022-07,27,3,Wednesday
2022-07-28,2022,Q3,7,July,2022-07,28,4,Thursday
2022-07-29,2022,Q3,7,July,2022-07,29,5,Friday
2022-07-30,2022,Q3,7,July,2022-07,30,6,Saturday
2022-07-31,2022,Q3,7,July,2022-07,31,7,Sunday
2022-08-01,2022,Q3,8,August,2022-08,1,1,Monday
2022-08-02,2022,Q3,8,August,2022-08,2,2,Tuesday
2022-08-03,2022,Q3,8,August,2022-08,3,3,Wednesday
2022-08-04,2022,Q3,8,August,2022-08,4,4,Thursday
2022-08-05,2022,Q3,8,August,2022-08,5,5,Friday
2022-08-06,2022,Q3,8,August,2022-08,6,6,Saturday
2022-08-07,2022,Q3,8,August,2022-08,7,7,Sunday
2022-08-08,2022,Q3,8,August,2022-08,8,1,Monday
2022-08-09,2022,Q3,8,August,2022-08,9,2,Tuesday
2022-08-10,2022,Q3,8,August,2022-08,10,3,Wednesday
2022-08-11,2022,Q3,8,August,2022-08,11,4,Thursday
2022-08-12,2022,Q3,8,August,2022-08,12,5,Friday
2022-08-13,2022,Q3,8,August,2022-08,13,6,Saturday
2022-08-14,2022,Q3,8,August,2022-08,14,7,Sunday
2022-08-15,2022,Q3,8,August,2022-08,15,1,Monday
2022-08-16,2022,Q3,8,August,2022-08,16,2,Tuesday
2022-08-17,2022,Q3,8,August,2022-08,17,3,Wednesday
2022-08-18,2022,Q3,8,August,2022-08,18,4,Thursday
2022-08-19,2022,Q3,8,August,2022-08,19,5,Friday
2022-08-20,2022,Q3,8,August,2022-08,20,6,Saturday
2022-08-21,2022,Q3,8,August,2022-08,21,7,Sunday
2022-08-22,2022,Q3,8,August,2022-08,22,1,Monday
2022-08-23,2022,Q3,8,August,2022-08,23,2,Tuesday
2022-08-24,2022,Q3,8,August,2022-08,24,3,Wednesday
2022-08-25,2022,Q3,8,August,2022-08,25,4,Thursday
2022-08-26,2022,Q3,8,August,2022-08,26,5,Friday
2022-08-27,2022,Q3,8,August,2022-08,27,6,Saturday
2022-08-28,2022,Q3,8,August,2022-08,28,7,Sunday
2022-08-29,2022,Q3,8,August,2022-08,29,1,Monday
2022-08-30,2022,Q3,8,August,2022-08,30,2,Tuesday
2022-08-31,2022,Q3,8,August,2022-08,31,3,Wednesday
2022-09-01,2022,Q3,9,September,2022-09,1,4,Thursday
2022-09-02,2022,Q3,9,September,2022-09,2,5,Friday
2022-09-03,2022,Q3,9,September,2022-09,3,6,Saturday
2022-09-04,2022,Q3,9,September,2022-09,4,7,Sunday
2022-09-05,2022,Q3,9,September,2022-09,5,1,Monday
2022-09-06,2022,Q3,9,September,2022-09,6,2,Tuesday
2022-09-07,2022,Q3,9,September,2022-09,7,3,Wednesday
2022-09-08,2022,Q3,9,September,2022-09,8,4,Thursday
2022-09-09,2022,Q3,9,September,2022-09,9,5,Friday
2022-09-10,2022,Q3,9,September,2022-09,10,6,Saturday
2022-09-11,2022,Q3,9,September,2022-09,11,7,Sunday
2022-09-12,2022,Q3,9,September,2022-09,12,1,Monday
2022-09-13,2022,Q3,9,September,2022-09,13,2,Tuesday
2022-09-14,2022,Q3,9,September,2022-09,14,3,Wednesday
2022-09-15,2022,Q3,9,September,2022-09,15,4,Thursday
2022-09-16,2022,Q3,9,September,2022-09,16,5,Friday
2022-09-17,2022,Q3,9,September,2022-09,17,6,Saturday
2022-09-18,2022,Q3,9,September,2022-09,18,7,Sunday
2022-09-19,2022,Q3,9,September,2022-09,19,1,Monday
2022-09-20,2022,Q3,9,September,2022-09,20,2,Tuesday
2022-09-21,2022,Q3,9,September,2022-09,21,3,Wednesday
2022-09-22,2022,Q3,9,September,2022-09,22,4,Thursday
2022-09-23,2022,Q3,9,September,2022-09,23,5,Friday
2022-09-24,2022,Q3,9,September,2022-09,24,6,Saturday
2022-09-25,2022,Q3,9,September,2022-09,25,7,Sunday
2022-09-26,2022,Q3,9,September,2022-09,26,1,Monday
2022-09-27,2022,Q3,9,September,2022-09,27,2,Tuesday
2022-09-28,2022,Q3,9,September,2022-09,28,3,Wednesday
2022-09-29,2022,Q3,9,September,2022-09,29,4,Thursday
2022-09-30,2022,Q3,9,September,2022-09,30,5,Friday
2022-10-01,2022,Q4,10,October,2022-10,1,6,Saturday
2022-10-02,2022,Q4,10,October,2022-10,2,7,Sunday
2022-10-03,2022,Q4,10,October,2022-10,3,1,Monday
2022-10-04,2022,Q4,10,October,2022-10,4,2,Tuesday
2022-10-05,2022,Q4,10,October,2022-10,5,3,Wednesday
2022-10-06,2022,Q4,10,October,2022-10,6,4,Thursday
2022-10-07,2022,Q4,10,October,2022-10,7,5,Friday
2022-10-08,2022,Q4,10,October,2022-10,8,6,Saturday
2022-10-09,2022,Q4,10,October,2022-10,9,7,Sunday
2022-10-10,2022,Q4,10,October,2022-10,10,1,Monday
2022-10-11,2022,Q4,10,October,2022-10,11,2,Tuesday
2022-10-12,2022,Q4,10,October,2022-10,12,3,Wednesday
2022-10-13,2022,Q4,10,October,2022-10,13,4,Thursday
2022-10-14,2022,Q4,10,October,2022-10,14,5,Friday
2022-10-15,2022,Q4,10,October,2022-10,15,6,Saturday
2022-10-16,2022,Q4,10,October,2022-10,16,7,Sunday
2022-10-17,2022,Q4,10,October,2022-10,17,1,Monday
2022-10-18,2022,Q4,10,October,2022-10,18,2,Tuesday
2022-10-19,2022,Q4,10,October,2022-10,19,3,Wednesday
2022-10-20,2022,Q4,10,October,2022-10,20,4,Thursday
2022-10-21,2022,Q4,10,October,2022-10,21,5,Friday
2022-10-22,2022,Q4,10,October,2022-10,22,6,Saturday
2022-10-23,2022,Q4,10,October,2022-10,23,7,Sunday
2022-10-24,2022,Q4,10,October,2022-10,24,1,Monday
2022-10-25,2022,Q4,10,October,2022-10,25,2,Tuesday
2022-10-26,2022,Q4,10,October,2022-10,26,3,Wednesday
2022-10-27,2022,Q4,10,October,2022-10,27,4,Thursday
2022-10-28,2022,Q4,10,October,2022-10,28,5,Friday
2022-10-29,2022,Q4,10,October,2022-10,29,6,Saturday
2022-10-30,2022,Q4,10,October,2022-10,30,7,Sunday
2022-10-31,2022,Q4,10,October,2022-10,31,1,Monday
2022-11-01,2022,Q4,11,November,2022-11,1,2,Tuesday
2022-11-02,2022,Q4,11,November,2022-11,2,3,Wednesday
2022-11-03,2022,Q4,11,November,2022-11,3,4,Thursday
2022-11-04,2022,Q4,11,November,2022-11,4,5,Friday
2022-11-05,2022,Q4,11,November,2022-11,5,6,Saturday
2022-11-06,2022,Q4,11,November,2022-11,6,7,Sunday
2022-11-07,2022,Q4,11,November,2022-11,7,1,Monday
2022-11-08,2022,Q4,11,November,2022-11,8,2,Tuesday
2022-11-09,2022,Q4,11,November,2022-11,9,3,Wednesday
2022-11-10,2022,Q4,11,November,2022-11,10,4,Thursday
2022-11-11,2022,Q4,11,November,2022-11,11,5,Friday
2022-11-12,2022,Q4,11,November,2022-11,12,6,Saturday
2022-11-13,2022,Q4,11,November,2022-11,13,7,Sunday
2022-11-14,2022,Q4,11,November,2022-11,14,1,Monday
2022-11-15,2022,Q4,11,November,2022-11,15,2,Tuesday
2022-11-16,2022,Q4,11,November,2022-11,16,3,Wednesday
2022-11-17,2022,Q4,11,November,2022-11,17,4,Thursday
2022-11-18,2022,Q4,11,November,2022-11,18,5,Friday
2022-11-19,2022,Q4,11,November,2022-11,19,6,Saturday
2022-11-20,2022,Q4,11,November,2022-11,20,7,Sunday
2022-11-21,2022,Q4,11,November,2022-11,21,1,Monday
2022-11-22,2022,Q4,11,November,2022-11,22,2,Tuesday
2022-11-23,2022,Q4,11,November,2022-11,23,3,Wednesday
2022-11-24,2022,Q4,11,November,2022-11,24,4,Thursday
2022-11-25,2022,Q4,11,November,2022-11,25,5,Friday
2022-11-26,2022,Q4,11,November,2022-11,26,6,Saturday
2022-11-27,2022,Q4,11,November,2022-11,27,7,Sunday
2022-11-28,2022,Q4,11,November,2022-11,28,1,Monday
2022-11-29,2022,Q4,11,November,2022-11,29,2,Tuesday
2022-11-30,2022,Q4,11,November,2022-11,30,3,Wednesday
2022-12-01,2022,Q4,12,December,2022-12,1,4,Thursday
2022-12-02,2022,Q4,12,December,2022-12,2,5,Friday
2022-12-03,2022,Q4,12,December,2022-12,3,6,Saturday
2022-12-04,2022,Q4,12,December,2022-12,4,7,Sunday
2022-12-05,2022,Q4,12,December,2022-12,5,1,Monday
2022-12-06,2022,Q4,12,December,2022-12,6,2,Tuesday
2022-12-07,2022,Q4,12,December,2022-12,7,3,Wednesday
2022-12-08,2022,Q4,12,December,2022-12,8,4,Thursday
2022-12-09,2022,Q4,12,December,2022-12,9,5,Friday
2022-12-10,2022,Q4,12,December,2022-12,10,6,Saturday
2022-12-11,2022,Q4,12,December,2022-12,11,7,Sunday
2022-12-12,2022,Q4,12,December,2022-12,12,1,Monday
2022-12-13,2022,Q4,12,December,2022-12,13,2,Tuesday
2022-12-14,2022,Q4,12,December,2022-12,14,3,Wednesday
2022-12-15,2022,Q4,12,December,2022-12,15,4,Thursday
2022-12-16,2022,Q4,12,December,2022-12,16,5,Friday
2022-12-17,2022,Q4,12,December,2022-12,17,6,Saturday
2022-12-18,2022,Q4,12,December,2022-12,18,7,Sunday
2022-12-19,2022,Q4,12,December,2022-12,19,1,Monday
2022-12-20,2022,Q4,12,December,2022-12,20,2,Tuesday
2022-12-21,2022,Q4,12,December,2022-12,21,3,Wednesday
2022-12-22,2022,Q4,12,December,2022-12,22,4,Thursday
2022-12-23,2022,Q4,12,December,2022-12,23,5,Friday
2022-12-24,2022,Q4,12,December,2022-12,24,6,Saturday
2022-12-25,2022,Q4,12,December,2022-12,25,7,Sunday
2022-12-26,2022,Q4,12,December,2022-12,26,1,Monday
2022-12-27,2022,Q4,12,December,2022-12,27,2,Tuesday
2022-12-28,2022,Q4,12,December,2022-12,28,3,Wednesday
2022-12-29,2022,Q4,12,December,2022-12,29,4,Thursday
2022-12-30,2022,Q4,12,December,2022-12,30,5,Friday
2022-12-31,2022,Q4,12,December,2022-12,31,6,Saturday
2023-01-01,2023,Q1,1,January,2023-01,1,7,Sunday
2023-01-02,2023,Q1,1,January,2023-01,2,1,Monday
2023-01-03,2023,Q1,1,January,2023-01,3,2,Tuesday
2023-01-04,2023,Q1,1,January,2023-01,4,3,Wednesday
2023-01-05,2023,Q1,1,January,2023-01,5,4,Thursday
2023-01-06,2023,Q1,1,January,2023-01,6,5,Friday
2023-01-07,2023,Q1,1,January,2023-01,7,6,Saturday
2023-01-08,2023,Q1,1,January,2023-01,8,7,Sunday
2023-01-09,2023,Q1,1,January,2023-01,9,1,Monday
2023-01-10,2023,Q1,1,January,2023-01,10,2,Tuesday
2023-01-11,2023,Q1,1,January,2023-01,11,3,Wednesday
2023-01-12,2023,Q1,1,January,2023-01,12,4,Thursday
2023-01-13,2023,Q1,1,January,2023-01,13,5,Friday
2023-01-14,2023,Q1,1,January,2023-01,14,6,Saturday
2023-01-15,2023,Q1,1,January,2023-01,15,7,Sunday
2023-01-16,2023,Q1,1,January,2023-01,16,1,Monday
2023-01-17,2023,Q1,1,January,2023-01,17,2,Tuesday
2023-01-18,2023,Q1,1,January,2023-01,18,3,Wednesday
2023-01-19,2023,Q1,1,January,2023-01,19,4,Thursday
2023-01-20,2023,Q1,1,January,2023-01,20,5,Friday
2023-01-21,2023,Q1,1,January,2023-01,21,6,Saturday
2023-01-22,2023,Q1,1,January,2023-01,22,7,Sunday
2023-01-23,2023,Q1,1,January,2023-01,23,1,Monday
2023-01-24,2023,Q1,1,January,2023-01,24,2,Tuesday
2023-01-25,2023,Q1,1,January,2023-01,25,3,Wednesday
2023-01-26,2023,Q1,1,January,2023-01,26,4,Thursday
2023-01-27,2023,Q1,1,January,2023-01,27,5,Friday
2023-01-28,2023,Q1,1,January,2023-01,28,6,Saturday
2023-01-29,2023,Q1,1,January,2023-01,29,7,Sunday
2023-01-30,2023,Q1,1,January,2023-01,30,1,Monday
2023-01-31,2023,Q1,1,January,2023-01,31,2,Tuesday
2023-02-01,2023,Q1,2,February,2023-02,1,3,Wednesday
2023-02-02,2023,Q1,2,February,2023-02,2,4,Thursday
2023-02-03,2023,Q1,2,February,2023-02,3,5,Friday
2023-02-04,2023,Q1,2,February,2023-02,4,6,Saturday
2023-02-05,2023,Q1,2,February,2023-02,5,7,Sunday
2023-02-06,2023,Q1,2,February,2023-02,6,1,Monday
2023-02-07,2023,Q1,2,February,2023-02,7,2,Tuesday
2023-02-08,2023,Q1,2,February,2023-02,8,3,Wednesday
2023-02-09,2023,Q1,2,February,2023-02,9,4,Thursday
2023-02-10,2023,Q1,2,February,2023-02,10,5,Friday
2023-02-11,2023,Q1,2,February,2023-02,11,6,Saturday
2023-02-12,2023,Q1,2,February,2023-02,12,7,Sunday
2023-02-13,2023,Q1,2,February,2023-02,13,1,Monday
2023-02-14,2023,Q1,2,February,2023-02,14,2,Tuesday
2023-02-15,2023,Q1,2,February,2023-02,15,3,Wednesday
2023-02-16,2023,Q1,2,February,2023-02,16,4,Thursday
2023-02-17,2023,Q1,2,February,2023-02,17,5,Friday
2023-02-18,2023,Q1,2,February,2023-02,18,6,Saturday
2023-02-19,2023,Q1,2,February,2023-02,19,7,Sunday
2023-02-20,2023,Q1,2,February,2023-02,20,1,Monday
2023-02-21,2023,Q1,2,February,2023-02,21,2,Tuesday
2023-02-22,2023,Q1,2,February,2023-02,22,3,Wednesday
2023-02-23,2023,Q1,2,February,2023-02,23,4,Thursday
2023-02-24,2023,Q1,2,February,2023-02,24,5,Friday
2023-02-25,2023,Q1,2,February,2023-02,25,6,Saturday
2023-02-26,2023,Q1,2,February,2023-02,26,7,Sunday
2023-02-27,2023,Q1,2,February,2023-02,27,1,Monday
2023-02-28,2023,Q1,2,February,2023-02,28,2,Tuesday
2023-03-01,2023,Q1,3,March,2023-03,1,3,Wednesday
2023-03-02,2023,Q1,3,March,2023-03,2,4,Thursday
2023-03-03,2023,Q1,3,March,2023-03,3,5,Friday
2023-03-04,2023,Q1,3,March,2023-03,4,6,Saturday
2023-03-05,2023,Q1,3,March,2023-03,5,7,Sunday
2023-03-06,2023,Q1,3,March,2023-03,6,1,Monday
2023-03-07,2023,Q1,3,March,2023-03,7,2,Tuesday
2023-03-08,2023,Q1,3,March,2023-03,8,3,Wednesday
2023-03-09,2023,Q1,3,March,2023-03,9,4,Thursday
2023-03-10,2023,Q1,3,March,2023-03,10,5,Friday
2023-03-11,2023,Q1,3,March,2023-03,11,6,Saturday
2023-03-12,2023,Q1,3,March,2023-03,12,7,Sunday
2023-03-13,2023,Q1,3,March,2023-03,13,1,Monday
2023-03-14,2023,Q1,3,March,2023-03,14,2,Tuesday
2023-03-15,2023,Q1,3,March,2023-03,15,3,Wednesday
2023-03-16,2023,Q1,3,March,2023-03,16,4,Thursday
2023-03-17,2023,Q1,3,March,2023-03,17,5,Friday
2023-03-18,2023,Q1,3,March,2023-03,18,6,Saturday
2023-03-19,2023,Q1,3,March,2023-03,19,7,Sunday
2023-03-20,2023,Q1,3,March,2023-03,20,1,Monday
2023-03-21,2023,Q1,3,March,2023-03,21,2,Tuesday
2023-03-22,2023,Q1,3,March,2023-03,22,3,Wednesday
2023-03-23,2023,Q1,3,March,2023-03,23,4,Thursday
2023-03-24,2023,Q1,3,March,2023-03,24,5,Friday
2023-03-25,2023,Q1,3,March,2023-03,25,6,Saturday
2023-03-26,2023,Q1,3,March,2023-03,26,7,Sunday
2023-03-27,2023,Q1,3,March,2023-03,27,1,Monday
2023-03-28,2023,Q1,3,March,2023-03,28,2,Tuesday
2023-03-29,2023,Q1,3,March,2023-03,29,3,Wednesday
2023-03-30,2023,Q1,3,March,2023-03,30,4,Thursday
2023-03-31,2023,Q1,3,March,2023-03,31,5,Friday
2023-04-01,2023,Q2,4,April,2023-04,1,6,Saturday
2023-04-02,2023,Q2,4,April,2023-04,2,7,Sunday
2023-04-03,2023,Q2,4,April,2023-04,3,1,Monday
2023-04-04,2023,Q2,4,April,2023-04,4,2,Tuesday
2023-04-05,2023,Q2,4,April,2023-04,5,3,Wednesday
2023-04-06,2023,Q2,4,April,2023-04,6,4,Thursday
2023-04-07,2023,Q2,4,April,2023-04,7,5,Friday
2023-04-08,2023,Q2,4,April,2023-04,8,6,Saturday
2023-04-09,2023,Q2,4,April,2023-04,9,7,Sunday
2023-04-10,2023,Q2,4,April,2023-04,10,1,Monday
2023-04-11,2023,Q2,4,April,2023-04,11,2,Tuesday
2023-04-12,2023,Q2,4,April,2023-04,12,3,Wednesday
2023-04-13,2023,Q2,4,April,2023-04,13,4,Thursday
2023-04-14,2023,Q2,4,April,2023-04,14,5,Friday
2023-04-15,2023,Q2,4,April,2023-04,15,6,Saturday
2023-04-16,2023,Q2,4,April,2023-04,16,7,Sunday
2023-04-17,2023,Q2,4,April,2023-04,17,1,Monday
2023-04-18,2023,Q2,4,April,2023-04,18,2,Tuesday
2023-04-19,2023,Q2,4,April,2023-04,19,3,Wednesday
2023-04-20,2023,Q2,4,April,2023-04,20,4,Thursday
2023-04-21,2023,Q2,4,April,2023-04,21,5,Friday
2023-04-22,2023,Q2,4,April,2023-04,22,6,Saturday
2023-04-23,2023,Q2,4,April,2023-04,23,7,Sunday
2023-04-24,2023,Q2,4,April,2023-04,24,1,Monday
2023-04-25,2023,Q2,4,April,2023-04,25,2,Tuesday
2023-04-26,2023,Q2,4,April,2023-04,26,3,Wednesday
2023-04-27,2023,Q2,4,April,2023-04,27,4,Thursday
2023-04-28,2023,Q2,4,April,2023-04,28,5,Friday
2023-04-29,2023,Q2,4,April,2023-04,29,6,Saturday
2023-04-30,2023,Q2,4,April,2023-04,30,7,Sunday
2023-05-01,2023,Q2,5,May,2023-05,1,1,Monday
2023-05-02,2023,Q2,5,May,2023-05,2,2,Tuesday
2023-05-03,2023,Q2,5,May,2023-05,3,3,Wednesday
2023-05-04,2023,Q2,5,May,2023-05,4,4,Thursday
2023-05-05,2023,Q2,5,May,2023-05,5,5,Friday
2023-05-06,2023,Q2,5,May,2023-05,6,6,Saturday
2023-05-07,2023,Q2,5,May,2023-05,7,7,Sunday
2023-05-08,2023,Q2,5,May,2023-05,8,1,Monday
2023-05-09,2023,Q2,5,May,2023-05,9,2,Tuesday
2023-05-10,2023,Q2,5,May,2023-05,10,3,Wednesday
2023-05-11,2023,Q2,5,May,2023-05,11,4,Thursday
2023-05-12,2023,Q2,5,May,2023-05,12,5,Friday
2023-05-13,2023,Q2,5,May,2023-05,13,6,Saturday
2023-05-14,2023,Q2,5,May,2023-05,14,7,Sunday
2023-05-15,2023,Q2,5,May,2023-05,15,1,Monday
2023-05-16,2023,Q2,5,May,2023-05,16,2,Tuesday
2023-05-17,2023,Q2,5,May,2023-05,17,3,Wednesday
2023-05-18,2023,Q2,5,May,2023-05,18,4,Thursday
2023-05-19,2023,Q2,5,May,2023-05,19,5,Friday
2023-05-20,2023,Q2,5,May,2023-05,20,6,Saturday
